"id","parent_id/id","code","name"
"sni_1511","","1511","Garvning och annan läderberedning; pälsberedning"
"sni_1512","","1512","Tillverkning av reseffekter, handväskor, sadel- och seldon m. m."
"sni_1520","","1520","Tillverkning av skodon"
"sni_1610","","1610","Sågning och hyvling av trä"
"sni_1621","","1621","Tillverkning av fanér och träbaserade skivor"
"sni_1622","","1622","Tillverkning av sammansatta parkettgolv"
"sni_1623","","1623","Tillverkning av andra byggnads- och inredningssnickerier"
"sni_1624","","1624","Träförpackningstillverkning"
"sni_1629","","1629","Övrig trävarutillverkning; tillverkning av varor av kork, halm, rotting o.d."
"sni_1711","","1711","Massatillverkning"
"sni_1712","","1712","Pappers- och papptillverkning"
"sni_1721","","1721","Tillverkning av wellpapp och pappers- och pappförpackningar"
"sni_1722","","1722","Tillverkning av hushålls- och hygienartiklar av papper"
"sni_1723","","1723","Tillverkning av skrivpapper, kuvert o.d."
"sni_1724","","1724","Tapettillverkning"
"sni_1729","","1729","Tillverkning av andra pappers- och pappvaror"
"sni_1811","","1811","Tryckning av dagstidningar"
"sni_1812","","1812","Annan tryckning"
"sni_1813","","1813","Grafiska tjänster före tryckning (prepress/premedia)"
"sni_1814","","1814","Bokbindning och andra tjänster i samband med tryckning"
"sni_1820","","1820","Reproduktion av inspelningar"
"sni_1910","","1910","Tillverkning av stenkolsprodukter"
"sni_1920","","1920","Petroleumraffinering"
"sni_2011","","2011","Industrigasframställning"
"sni_2012","","2012","Tillverkning av färgämnen"
"sni_2013","","2013","Tillverkning av andra oorganiska baskemikalier"
"sni_2014","","2014","Tillverkning av andra organiska baskemikalier"
"sni_2015","","2015","Tillverkning av gödselmedel och kväveprodukter"
"sni_2016","","2016","Basplastframställning"
"sni_2017","","2017","Tillverkning av syntetiskt basgummi"
"sni_2020","","2020","Tillverkning av bekämpningsmedel och andra lantbrukskemiska produkter"
"sni_2030","","2030","Tillverkning av färg, lack, tryckfärg m.m."
"sni_2041","","2041","Tillverkning av tvål, såpa, tvättmedel och polermedel"
"sni_2042","","2042","Tillverkning av parfymer och toalettartiklar"
"sni_2051","","2051","Sprängämnestillverkning"
"sni_2052","","2052","Tillverkning av lim"
"sni_2053","","2053","Tillverkning av eteriska oljor"
"sni_2059","","2059","Tillverkning av övriga kemiska produkter"
"sni_2060","","2060","Konstfibertillverkning"
"sni_2110","","2110","Tillverkning av farmaceutiska basprodukter"
"sni_2120","","2120","Tillverkning av läkemedel"
"sni_2211","","2211","Tillverkning av däck och slangar; regummering"
"sni_2219","","2219","Annan gummivarutillverkning"
"sni_2221","","2221","Tillverkning av plasthalvfabrikat"
"sni_2222","","2222","Plastförpackningstillverkning"
"sni_2223","","2223","Byggplastvarutillverkning"
"sni_2229","","2229","Annan plastvarutillverkning"
"sni_2311","","2311","Framställning av planglas"
"sni_2312","","2312","Bearbetning av planglas"
"sni_2313","","2313","Tillverkning av buteljer, glasförpackningar och husgeråd av glas"
"sni_2314","","2314","Tillverkning av glasfiber"
"sni_2319","","2319","Tillverkning av andra glasvaror inklusive tekniska glasvaror"
"sni_2320","","2320","Tillverkning av eldfasta produkter"
"sni_2331","","2331","Tillverkning av keramiska golv- och väggplattor"
"sni_2332","","2332","Tillverkning av murtegel, takpannor och andra byggvaror av tegel"
"sni_2341","","2341","Tillverkning av keramiska hushålls- och prydnadsartiklar"
"sni_2342","","2342","Tillverkning av keramiska sanitetsartiklar"
"sni_2343","","2343","Tillverkning av keramiska isolatorer o.d."
"sni_2344","","2344","Tillverkning av andra tekniska keramiska produkter"
"sni_2349","","2349","Tillverkning av andra keramiska produkter"
"sni_2351","","2351","Tillverkning av cement"
"sni_2352","","2352","Tillverkning av kalk och gips"
"sni_2361","","2361","Tillverkning av betongvaror  för byggändamål"
"sni_2362","","2362","Tillverkning av gipsvaror  för byggändamål"
"sni_2363","","2363","Tillverkning av fabriksblandad betong"
"sni_2364","","2364","Tillverkning av murbruk"
"sni_2365","","2365","Tillverkning av fibercementvaror"
"sni_2369","","2369","Tillverkning av andra varor av betong, cement och gips"
"sni_2370","","2370","Huggning, formning och slutlig bearbetning av sten"
"sni_2391","","2391","Slipmedelstillverkning"
"sni_2399","","2399","Tillverkning av övriga icke-metalliska mineraliska produkter"
"sni_2410","","2410","Framställning av järn och stål samt ferrolegeringar"
"sni_2420","","2420","Tillverkning av rör, ledningar, ihåliga profiler och tillbehör av stål"
"sni_2431","","2431","Tillverkning av kalldragen stålstång"
"sni_2432","","2432","Tillverkning av kallvalsade stålband"
"sni_2433","","2433","Tillverkning av andra kallformade produkter av stål"
"sni_2434","","2434","Tillverkning av kalldragen ståltråd"
"sni_2441","","2441","Framställning av ädla metaller"
"sni_2442","","2442","Framställning av aluminium"
"sni_2443","","2443","Framställning av bly, zink och tenn"
"sni_2444","","2444","Framställning av koppar"
"sni_2445","","2445","Framställning av andra metaller"
"sni_2446","","2446","Tillverkning av kärnbränsle"
"sni_2451","","2451","Gjutning av järn"
"sni_2452","","2452","Gjutning av stål"
"sni_2453","","2453","Gjutning av lättmetall"
"sni_2454","","2454","Gjutning av andra metaller"
"sni_2511","","2511","Tillverkning av metallstommar och delar därav"
"sni_2512","","2512","Tillverkning av dörrar och fönster av metall"
"sni_2521","","2521","Tillverkning av radiatorer och pannor för centraluppvärmning"
"sni_2529","","2529","Tillverkning av andra cisterner, tankar, kar och andra behållare av metall"
"sni_2530","","2530","Tillverkning av ånggeneratorer utom varmvattenpannor för centraluppvärmning"
"sni_2540","","2540","Tillverkning av vapen och ammunition"
"sni_2550","","2550","Smidning, pressning, prägling och valsning av metall; pulvermetallurgi"
"sni_2561","","2561","Beläggning och överdragning av metall"
"sni_2562","","2562","Metallegoarbeten"
"sni_2571","","2571","Tillverkning av bestick"
"sni_2572","","2572","Tillverkning av lås och gångjärn"
"sni_2573","","2573","Tillverkning av verktyg och redskap"
"sni_2591","","2591","Tillverkning av stålfat o.d. behållare"
"sni_2592","","2592","Tillverkning av lättmetallförpackningar"
"sni_2593","","2593","Tillverkning av metalltrådvaror, kedjor och fjädrar"
"sni_2594","","2594","Tillverkning av nitar och skruvar"
"sni_2599","","2599","Övrig metallvarutillverkning"
"sni_2611","","2611","Tillverkning av elektroniska komponenter"
"sni_2612","","2612","Tillverkning av kretskort"
"sni_2620","","2620","Tillverkning av datorer och kringutrustning"
"sni_2630","","2630","Tillverkning av kommunikationsutrustning"
"sni_2640","","2640","Tillverkning av hemelektronik"
"sni_2651","","2651","Tillverkning av instrument och apparater för mätning, provning och navigering"
"sni_2652","","2652","Urtillverkning"
"sni_2660","","2660","Tillverkning av strålningsutrustning samt elektromedicinsk och elektroterapeutisk utrustning"
"sni_2670","","2670","Tillverkning av optiska instrument och fotoutrustning"
"sni_2680","","2680","Tillverkning av magnetiska och optiska medier"
"sni_2711","","2711","Tillverkning av elmotorer, generatorer och transformatorer"
"sni_2712","","2712","Tillverkning av eldistributions- och elkontrollapparater"
"sni_2720","","2720","Batteri- och ackumulatortillverkning"
"sni_2731","","2731","Tillverkning av optiska fiberkablar"
"sni_2732","","2732","Tillverkning av andra elektroniska och elektriska ledningar och kablar"
"sni_2733","","2733","Tillverkning av kabeltillbehör"
"sni_2740","","2740","Tillverkning av belysningsarmatur"
"sni_2751","","2751","Tillverkning av elektriska hushållsmaskiner och hushållsapparater"
"sni_2752","","2752","Tillverkning av icke-elektriska hushållsmaskiner och hushållsapparater"
"sni_2790","","2790","Tillverkning av annan elapparatur"
"sni_2811","","2811","Tillverkning av motorer och turbiner utom för luftfartyg och fordon"
"sni_2812","","2812","Tillverkning av fluidteknisk utrustning"
"sni_2813","","2813","Tillverkning av andra pumpar och kompressorer"
"sni_2814","","2814","Tillverkning av andra kranar och ventiler"
"sni_2815","","2815","Tillverkning av lager, kugghjul och andra delar för kraftöverföring"
"sni_2821","","2821","Tillverkning av ugnar och brännare"
"sni_2822","","2822","Tillverkning av lyft- och godshanteringsanordningar"
"sni_2823","","2823","Tillverkning av kontorsmaskiner och kontorsutrustning (utom datorer och kringutrustning)"
"sni_2824","","2824","Tillverkning av motordrivna handverktyg"
"sni_2825","","2825","Tillverkning av maskiner och apparater för kyla och ventilation utom för hushåll"
"sni_2829","","2829","Övrig tillverkning av maskiner för allmänt ändamål"
"sni_2830","","2830","Tillverkning av jord- och skogsbruksmaskiner"
"sni_2841","","2841","Tillverkning av verktygsmaskiner för metallbearbetning"
"sni_2849","","2849","Tillverkning av övriga verktygsmaskiner"
"sni_2891","","2891","Tillverkning av maskiner för metallurgi"
"sni_2892","","2892","Tillverkning av gruv-, bergbrytnings- och byggmaskiner"
"sni_2893","","2893","Tillverkning av maskiner för framställning av livsmedel, drycker och tobaksvaror"
"sni_2894","","2894","Tillverkning av maskiner för produktion av textil-, beklädnads- och lädervaror"
"sni_2895","","2895","Tillverkning av maskiner för produktion av massa, papper och papp"
"sni_2896","","2896","Tillverkning av maskiner för gummi och plast"
"sni_2899","","2899","Tillverkning av övriga specialmaskiner"
"sni_2910","","2910","Motorfordonstillverkning"
"sni_2920","","2920","Tillverkning av karosserier för motorfordon; tillverkning av släpfordon och påhängsvagnar"
"sni_2931","","2931","Tillverkning av elektrisk och elektronisk utrustning för motorfordon"
"sni_2932","","2932","Tillverkning av andra delar och tillbehör till motorfordon"
"sni_3011","","3011","Byggande av fartyg och flytande materiel"
"sni_3012","","3012","Byggande av fritidsbåtar"
"sni_3020","","3020","Tillverkning av rälsfordon"
"sni_3030","","3030","Tillverkning av luftfartyg, rymdfarkoster o.d."
"sni_3040","","3040","Tillverkning av militära stridsfordon"
"sni_3091","","3091","Tillverkning av motorcyklar"
"sni_3092","","3092","Tillverkning av cyklar och invalidfordon"
"sni_3099","","3099","Diverse övrig transportmedelstillverkning"
"sni_3101","","3101","Tillverkning av kontors- och butiksmöbler samt kontors- och butiksinredningar"
"sni_3102","","3102","Tillverkning av köksmöbler och köksinredningar"
"sni_3103","","3103","Tillverkning av madrasser"
"sni_3109","","3109","Tillverkning av andra möbler"
"sni_3211","","3211","Prägling av mynt"
"sni_3212","","3212","Tillverkning av smycken, guld- och silversmedsvaror"
"sni_3213","","3213","Tillverkning av bijouterier o.d."
"sni_3220","","3220","Tillverkning av musikinstrument"
"sni_3230","","3230","Tillverkning av sportartiklar"
"sni_3240","","3240","Tillverkning av spel och leksaker"
"sni_3250","","3250","Tillverkning av medicinsk och dental utrustning"
"sni_3291","","3291","Tillverkning av borstbinderiarbeten"
"sni_3299","","3299","Diverse övrig tillverkning"
"sni_3311","","3311","Reparation av metallvaror"
"sni_3312","","3312","Reparation av maskiner"
"sni_3313","","3313","Reparation av elektronisk och optisk utrustning"
"sni_3314","","3314","Reparation av elapparatur"
"sni_3315","","3315","Reparation och underhåll av fartyg och båtar"
"sni_3316","","3316","Reparation och underhåll av luftfartyg och rymdfarkoster"
"sni_3317","","3317","Reparation och underhåll av andra transportmedel"
"sni_3319","","3319","Reparation av annan utrustning"
"sni_3320","","3320","Installation av industrimaskiner och -utrustning"
"sni_3511","","3511","Generering av elektricitet"
"sni_3512","","3512","Överföring av elektricitet"
"sni_3513","","3513","Distribution av elektricitet"
"sni_3514","","3514","Handel med elektricitet"
"sni_3521","","3521","Framställning av gas"
"sni_3522","","3522","Distribution av gasformiga bränslen via rörnät"
"sni_3523","","3523","Handel med gas via rörnät"
"sni_3530","","3530","Försörjning av värme och kyla"
"sni_3600","","3600","Vattenförsörjning"
"sni_3700","","3700","Avloppsrening"
"sni_3811","","3811","Insamling av icke-farligt avfall"
"sni_3812","","3812","Insamling av farligt avfall"
"sni_3821","","3821","Behandling och bortskaffande av icke-farligt avfall"
"sni_3822","","3822","Behandling och bortskaffande av farligt avfall"
"sni_3831","","3831","Demontering av uttjänta fordon och maskiner"
"sni_3832","","3832","Återvinning av källsorterat material"
"sni_3900","","3900","Sanering, efterbehandling av jord och vatten samt annan verksamhet för föroreningsbekämpning"
"sni_4110","","4110","Utformning av byggprojekt"
"sni_4120","","4120","Byggande av bostadshus och andra byggnader"
"sni_4211","","4211","Anläggning av vägar och motorvägar"
"sni_4212","","4212","Anläggning av järnvägar och tunnelbanor"
"sni_4213","","4213","Anläggning av broar och tunnlar"
"sni_4221","","4221","Allmännyttiga anläggningsarbeten för värme, vatten och avlopp"
"sni_4222","","4222","Anläggningsarbeten för el och telekommunikation"
"sni_4291","","4291","Vattenbyggnad"
"sni_4299","","4299","Övriga anläggningsarbeten"
"sni_4311","","4311","Rivning av hus och byggnader"
"sni_4312","","4312","Mark- och grundarbeten"
"sni_4313","","4313","Markundersökning"
"sni_4321","","4321","Elinstallationer"
"sni_4322","","4322","VVS-arbeten"
"sni_4329","","4329","Andra bygginstallationer"
"sni_4331","","4331","Puts-, fasad- och stuckatörsarbeten"
"sni_4332","","4332","Byggnadssnickeriarbeten"
"sni_4333","","4333","Golv- och väggbeläggningsarbeten"
"sni_4334","","4334","Måleri- och glasmästeriarbeten"
"sni_4339","","4339","Annan slutbehandling av byggnader"
"sni_4391","","4391","Takarbeten"
"sni_4399","","4399","Övrig specialiserad bygg- och anläggningsverksamhet"
"sni_4511","","4511","Handel med personbilar och lätta motorfordon"
"sni_4519","","4519","Handel med andra motorfordon utom motorcyklar"
"sni_4520","","4520","Underhåll och reparation av motorfordon utom motorcyklar"
"sni_4531","","4531","Parti- och provisionshandel med reservdelar och tillbehör till motorfordon utom motorcyklar"
"sni_4532","","4532","Detaljhandel med reservdelar och tillbehör till motorfordon utom motorcyklar"
"sni_4540","","4540","Handel med och service av motorcyklar inklusive reservdelar och tillbehör"
"sni_4611","","4611","Provisionshandel med jordbruksråvaror, levande djur, textilråvaror och textilhalvfabrikat"
"sni_4612","","4612","Provisionshandel med bränsle, malm, metaller och industrikemikalier"
"sni_4613","","4613","Provisionshandel med virke och byggmaterial"
"sni_4614","","4614","Provisionshandel med maskiner, industriell utrustning, fartyg och luftfartyg"
"sni_4615","","4615","Provisionshandel med möbler, hushålls- och järnhandelsvaror"
"sni_4616","","4616","Provisionshandel med textilier, kläder, skodon och lädervaror"
"sni_4617","","4617","Provisionshandel med livsmedel, drycker och tobak"
"sni_4618","","4618","Provisionshandel med annat specialsortiment"
"sni_4619","","4619","Provisionshandel med blandat sortiment"
"sni_4621","","4621","Partihandel med spannmål, råtobak, utsäde och djurfoder"
"sni_4622","","4622","Partihandel med blommor och växter"
"sni_4623","","4623","Partihandel med levande djur"
"sni_4624","","4624","Partihandel med hudar, skinn och läder"
"sni_4631","","4631","Partihandel med frukt och grönsaker"
"sni_4632","","4632","Partihandel med kött- och köttvaror"
"sni_4633","","4633","Partihandel med mejeriprodukter, ägg, matolja och matfett"
"sni_4634","","4634","Partihandel med drycker"
"sni_4635","","4635","Partihandel med tobak"
"sni_4636","","4636","Partihandel med socker, choklad och sockerkonfektyrer"
"sni_4637","","4637","Partihandel med kaffe, te, kakao och kryddor"
"sni_4638","","4638","Partihandel med andra livsmedel, bl.a. fisk samt skal- och blötdjur"
"sni_4639","","4639","Icke specialiserad partihandel med livsmedel, drycker och tobak"
"sni_4641","","4641","Partihandel med textilier"
"sni_4642","","4642","Partihandel med kläder och skodon"
"sni_4643","","4643","Partihandel med hushållsapparater, samt elartiklar"
"sni_4644","","4644","Partihandel med glas och porslin, rengöringsmedel"
"sni_4645","","4645","Partihandel med parfym och kosmetika"
"sni_4646","","4646","Partihandel med medicinsk utrustning och apoteksvaror"
"sni_4647","","4647","Partihandel med möbler, mattor och belysningsartiklar"
"sni_4648","","4648","Partihandel med ur och guldsmedsvaror"
"sni_4649","","4649","Partihandel med andra hushållsvaror"
"sni_4651","","4651","Partihandel med datorer och kringutrustning samt programvara"
"sni_4652","","4652","Partihandel med elektronik- och telekommunikationsutrustning"
"sni_4661","","4661","Partihandel med jordbruksmaskiner och -utrustning"
"sni_4662","","4662","Partihandel med verktygsmaskiner"
"sni_4663","","4663","Partihandel med gruv-, bygg- och anläggningsmaskiner"
"sni_4664","","4664","Partihandel med textil-, sy- och stickmaskiner"
"sni_4665","","4665","Partihandel med kontorsmöbler"
"sni_4666","","4666","Partihandel med andra kontorsmaskiner och kontorsutrustning"
"sni_4669","","4669","Partihandel med andra maskiner och annan utrustning"
"sni_4671","","4671","Partihandel med bränslen"
"sni_4672","","4672","Partihandel med metaller och metallmalmer"
"sni_4673","","4673","Partihandel med virke, andra byggmaterial och sanitetsgods"
"sni_4674","","4674","Partihandel med järnhandelsvaror och VVS-armatur"
"sni_4675","","4675","Partihandel med kemiska produkter"
"sni_4676","","4676","Partihandel med andra insatsvaror"
"sni_4677","","4677","Partihandel med avfallsprodukter och skrot"
"sni_4690","","4690","Övrig partihandel"
"sni_4711","","4711","Detaljhandel med brett sortiment, mest livsmedel, drycker och tobak"
"sni_4719","","4719","Annan detaljhandel med brett sortiment"
"sni_4721","","4721","Specialiserad butikshandel med frukt och grönsaker"
"sni_4722","","4722","Specialiserad butikshandel med kött och charkuterier"
"sni_4723","","4723","Specialiserad butikshandel med fisk, skal- och blötdjur"
"sni_4724","","4724","Specialiserad butikshandel med bröd, konditorivaror och konfektyrer"
"sni_4725","","4725","Specialiserad butikshandel med alkoholhaltiga och andra drycker"
"sni_4726","","4726","Specialiserad butikshandel med tobaksvaror"
"sni_4729","","4729","Annan specialiserad butikshandel med livsmedel"
"sni_4730","","4730","Specialiserad detaljhandel med drivmedel"
"sni_4741","","4741","Specialiserad butikshandel med datorer, programvara, data- och tv-spel"
"sni_4742","","4742","Specialiserad butikshandel med telekommunikationsutrustning"
"sni_4743","","4743","Specialiserad butikshandel med ljud- och bildanläggningar samt videoutrustning"
"sni_4751","","4751","Specialiserad butikshandel med textilier"
"sni_4752","","4752","Specialiserad butikshandel med bygg-, järn- och VVS-varor samt färger och glas"
"sni_4753","","4753","Specialiserad butikshandel med mattor och inredningstextilier"
"sni_4754","","4754","Specialiserad butikshandel med elektriska hushållsmaskiner och hushållsapparater"
"sni_4759","","4759","Specialiserad butikshandel med möbler, belysnings- och heminredningsartiklar"
"sni_4761","","4761","Specialiserad butikshandel med böcker"
"sni_4762","","4762","Specialiserad butikshandel med tidningar och kontorsförbrukningsvaror"
"sni_4763","","4763","Specialiserad butikshandel med inspelade och oinspelade band och skivor för musik och bild"
"sni_4764","","4764","Specialiserad butikshandel med sport- och fritidsartiklar"
"sni_4765","","4765","Specialiserad butikshandel med spel och leksaker"
"sni_4771","","4771","Specialiserad butikshandel med kläder"
"sni_4772","","4772","Specialiserad butikshandel med skodon och lädervaror"
"sni_4773","","4773","Apotekshandel"
"sni_4774","","4774","Specialiserad butikshandel med sjukvårdsartiklar"
"sni_4775","","4775","Specialiserad butikshandel med kosmetika och hygienartiklar"
"sni_4776","","4776","Specialiserad butikshandel med blommor och andra växter, frön och gödselmedel samt små sällskapsdjur"
"sni_4777","","4777","Specialiserad butikshandel med ur, guldsmedsvaror och smycken"
"sni_4778","","4778","Annan specialiserad butikshandel med nya varor"
"sni_4779","","4779","Specialiserad butikshandel med antikviteter och andra begagnade varor"
"sni_4781","","4781","Torg- och marknadshandel med livsmedel, drycker och tobak"
"sni_4782","","4782","Torg- och marknadshandel med textilier, kläder och skodon"
"sni_4789","","4789","Torg- och marknadshandel med övriga varor"
"sni_4791","","4791","Postorderhandel och detaljhandel på Internet"
"sni_4799","","4799","Övrig detaljhandel ej i butik, på torg eller marknad"
"sni_4910","","4910","Järnvägstransport, passagerartrafik"
"sni_4920","","4920","Järnvägstransport, godstrafik"
"sni_4931","","4931","Kollektivtrafik"
"sni_4932","","4932","Taxitrafik"
"sni_4939","","4939","Annan landtransport av passagerare"
"sni_4941","","4941","Vägtransport, godstrafik"
"sni_4942","","4942","Flyttjänster"
"sni_4950","","4950","Transport i rörsystem"
"sni_5010","","5010","Havs- och kustsjöfart, passagerartrafik"
"sni_5020","","5020","Havs- och kustsjöfart, godstrafik"
"sni_5030","","5030","Sjöfart på inre vattenvägar, passagerartrafik"
"sni_5040","","5040","Sjöfart på inre vattenvägar, godstrafik"
"sni_5110","","5110","Lufttransport, passagerartrafik"
"sni_5121","","5121","Lufttransport, godstrafik"
"sni_5122","","5122","Rymdfart"
"sni_5210","","5210","Magasinering och varulagring"
"sni_5221","","5221","Stödtjänster till landtransport"
"sni_5222","","5222","Stödtjänster till sjötransport"
"sni_5223","","5223","Stödtjänster till lufttransport"
"sni_5224","","5224","Godshantering"
"sni_5229","","5229","Övriga stödtjänster till transport"
"sni_5310","","5310","Postbefordran via nationella posten"
"sni_5320","","5320","Annan postbefordran samt kurirverksamhet"
"sni_5510","","5510","Hotellverksamhet"
"sni_5520","","5520","Semesterbostäder och annan korttidsinkvartering"
"sni_5530","","5530","Campingplatsverksamhet"
"sni_5590","","5590","Annan logiverksamhet"
"sni_5610","","5610","Restaurangverksamhet"
"sni_5621","","5621","Cateringverksamhet vid enskilda evenemang"
"sni_5629","","5629","Annan catering- och centralköksverksamhet"
"sni_5630","","5630","Barverksamhet"
"sni_5811","","5811","Bokutgivning"
"sni_5812","","5812","Publicering av kataloger och sändlistor"
"sni_5813","","5813","Tidningsutgivning"
"sni_5814","","5814","Utgivning av tidskrifter"
"sni_5819","","5819","Annan förlagsverksamhet"
"sni_5821","","5821","Utgivning av dataspel"
"sni_5829","","5829","Utgivning av annan programvara"
"sni_5911","","5911","Produktion av film, video och TV-program"
"sni_5912","","5912","Efterproduktion av film, video och TV-program"
"sni_5913","","5913","Film-, video- och TV-programdistribution"
"sni_5914","","5914","Filmvisning"
"sni_5920","","5920","Ljudinspelning och fonogramutgivning"
"sni_6010","","6010","Sändning av radioprogram"
"sni_6020","","6020","Planering av TV-program och sändningsverksamhet"
"sni_6110","","6110","Trådbunden telekommunikation"
"sni_6120","","6120","Trådlös telekommunikation"
"sni_6130","","6130","Telekommunikation via satellit"
"sni_6190","","6190","Annan telekommunikation"
"sni_6201","","6201","Dataprogrammering"
"sni_6202","","6202","Datakonsultverksamhet"
"sni_6203","","6203","Datordrifttjänster"
"sni_6209","","6209","Andra IT- och datatjänster"
"sni_6311","","6311","Databehandling, hosting o.d."
"sni_6312","","6312","Webbportaler"
"sni_6391","","6391","Nyhetsservice"
"sni_6399","","6399","Övriga informationstjänster"
"sni_6411","","6411","Centralbanksverksamhet"
"sni_6419","","6419","Annan monetär finansförmedling"
"sni_6420","","6420","Holdingverksamhet"
"sni_6430","","6430","Fonder och liknande finansiella enheter"
"sni_6491","","6491","Finansiell leasing"
"sni_6492","","6492","Annan kreditgivning"
"sni_6499","","6499","Diverse övriga finansiella tjänster utom försäkring och pensionsfondsverksamhet"
"sni_6511","","6511","Livförsäkring"
"sni_6512","","6512","Skadeförsäkring"
"sni_6520","","6520","Återförsäkring"
"sni_6530","","6530","Pensionsfondsverksamhet"
"sni_6611","","6611","Administrativa tjänster till finansiella marknader"
"sni_6612","","6612","Verksamhet utförd av värdepappers- och varumäklare"
"sni_6619","","6619","Andra stödtjänster till finansiella tjänster utom försäkring och pensionsfondsverksamhet"
"sni_6621","","6621","Risk- och skadebedömning"
"sni_6622","","6622","Verksamhet utförd av försäkringsombud och försäkringsmäklare"
"sni_6629","","6629","Andra stödtjänster till försäkring och pensionsfondsverksamhet"
"sni_6630","","6630","Fondförvaltning"
"sni_6810","","6810","Handel med egna fastigheter"
"sni_6820","","6820","Uthyrning och förvaltning av egna eller arrenderade fastigheter"
"sni_6831","","6831","Fastighetsförmedling"
"sni_6832","","6832","Fastighetsförvaltning på uppdrag"
"sni_6910","","6910","Juridisk verksamhet"
"sni_6920","","6920","Redovisning och bokföring, revision, skatterådgivning"
"sni_7010","","7010","Verksamheter som utövas av huvudkontor"
"sni_7021","","7021","PR och kommunikation"
"sni_7022","","7022","Konsultverksamhet avseende företags organisation"
"sni_7111","","7111","Arkitektverksamhet"
"sni_7112","","7112","Teknisk konsultverksamhet o.d."
"sni_7120","","7120","Teknisk provning och analys"
"sni_7211","","7211","Bioteknisk forskning och utveckling"
"sni_7219","","7219","Annan naturvetenskaplig och teknisk forskning och utveckling"
"sni_7220","","7220","Samhällsvetenskaplig och humanistisk forskning och utveckling"
"sni_7311","","7311","Reklambyråverksamhet o.d."
"sni_7312","","7312","Mediebyråverksamhet och annonsförsäljning"
"sni_7320","","7320","Marknads- och opinionsundersökning"
"sni_7410","","7410","Specialiserad designverksamhet"
"sni_7420","","7420","Fotoverksamhet"
"sni_7430","","7430","Översättning och tolkning"
"sni_7490","","7490","Övrig verksamhet inom juridik, ekonomi, vetenskap och teknik"
"sni_7500","","7500","Veterinärverksamhet"
"sni_7711","","7711","Uthyrning och leasing av personbilar och lätta motorfordon"
"sni_7712","","7712","Uthyrning och leasing av lastbilar och andra tunga motorfordon"
"sni_7721","","7721","Uthyrning och leasing av fritids- och sportutrustning"
"sni_7722","","7722","Uthyrning av videokassetter och dvd-skivor"
"sni_7729","","7729","Uthyrning och leasing av andra hushållsartiklar och varor för personligt bruk"
"sni_7731","","7731","Uthyrning och leasing av jordbruksmaskiner och jordbruksredskap"
"sni_7732","","7732","Uthyrning och leasing av bygg- och anläggningsmaskiner"
"sni_7733","","7733","Uthyrning och leasing av kontorsmaskiner och kontorsutrustning (inklusive datorer)"
"sni_7734","","7734","Uthyrning och leasing av fartyg och båtar"
"sni_7735","","7735","Uthyrning och leasing av flygplan"
"sni_7739","","7739","Uthyrning och leasing av övrig utrustning och övriga maskiner och materiella tillgångar"
"sni_7740","","7740","Leasing av immateriell egendom och liknande produkter, med undantag för upphovsrättsskyddade verk"
"sni_7810","","7810","Arbetsförmedling och rekrytering"
"sni_7820","","7820","Personaluthyrning"
"sni_7830","","7830","Övrigt tillhandahållande av personalfunktioner"
"sni_7911","","7911","Resebyråverksamhet"
"sni_7912","","7912","Researrangemang"
"sni_7990","","7990","Turist- och bokningsservice"
"sni_8010","","8010","Säkerhetsverksamhet"
"sni_8020","","8020","Säkerhetssystemtjänster"
"sni_8030","","8030","Spanings- och detektivverksamhet"
"sni_8110","","8110","Fastighetsrelaterade stödtjänster"
"sni_8121","","8121","Lokalvård"
"sni_8122","","8122","Rengöring och sotning av byggnader"
"sni_8129","","8129","Annan rengöring"
"sni_8130","","8130","Skötsel och underhåll av grönytor"
"sni_8211","","8211","Kombinerade kontorstjänster"
"sni_8219","","8219","Kopiering, dokumentsammanställning och andra specialiserade kontorstjänster"
"sni_8220","","8220","Callcenterverksamhet"
"sni_8230","","8230","Arrangemang av kongresser och mässor"
"sni_8291","","8291","Inkassoföretags och kreditupplysningsföretags verksamhet"
"sni_8292","","8292","Förpackningsverksamhet"
"sni_8299","","8299","Övriga företagstjänster"
"sni_8411","","8411","Övergripande offentlig förvaltning"
"sni_8412","","8412","Administration av vård, utbildning, kulturell verksamhet och annan samhällsservice"
"sni_8413","","8413","Administration av näringslivsprogram"
"sni_8421","","8421","Utrikesförvaltning"
"sni_8422","","8422","Totalförsvar"
"sni_8423","","8423","Rättskipning"
"sni_8424","","8424","Polisverksamhet"
"sni_8425","","8425","Brand- och räddningsverksamhet"
"sni_8430","","8430","Obligatorisk socialförsäkring"
"sni_8510","","8510","Förskoleutbildning"
"sni_8520","","8520","Grundskoleutbildning"
"sni_8531","","8531","Studieförberedande gymnasial utbildning m.m."
"sni_8532","","8532","Gymnasial yrkesutbildning m.m."
"sni_8541","","8541","Eftergymnasial utbildning vid annat än universitet och högskola"
"sni_8542","","8542","Universitets- eller högskoleutbildning"
"sni_8551","","8551","Sport- och fritidsutbildning"
"sni_8552","","8552","Musik-, dans- och övrig kulturell utbildning"
"sni_8553","","8553","Trafikskoleverksamhet"
"sni_8559","","8559","Övrig utbildning"
"sni_8560","","8560","Stödverksamhet för utbildningsväsendet"
"sni_8610","","8610","Sluten sjukvård"
"sni_8621","","8621","Allmänpraktiserande läkarverksamhet"
"sni_8622","","8622","Specialistläkarverksamhet inom öppenvård"
