id,parent_id/id,code,name,description
ssyk_1612,ssyk_161,1612,1612  Chefer inom bank, finans och försäkring, Chefer inom bank, finans och försäkring
ssyk_1711,ssyk_171,1711,1711  Hotell- och konferenschefer, Hotell- och konferenschefer
ssyk_1712,ssyk_171,1712,1712  Hotell- och konferenschefer, Hotell- och konferenschefer
ssyk_1721,ssyk_172,1721,1721  Restaurang- och kökschefer, Restaurang- och kökschefer
ssyk_1722,ssyk_172,1722,1722  Restaurang- och kökschefer, Restaurang- och kökschefer
ssyk_1731,ssyk_173,1731,1731  Chefer inom handel, Chefer inom handel
ssyk_1732,ssyk_173,1732,1732  Chefer inom handel, Chefer inom handel
ssyk_1741,ssyk_174,1741,1741  Chefer inom friskvård, sport och fritid, Chefer inom friskvård, sport och fritid
ssyk_1742,ssyk_174,1742,1742  Chefer inom friskvård, sport och fritid, Chefer inom friskvård, sport och fritid
ssyk_1791,ssyk_179,1791,1791  Chefer inom övrig servicenäring, Chefer inom övrig servicenäring
ssyk_1792,ssyk_179,1792,1792  Chefer inom övrig servicenäring, Chefer inom övrig servicenäring
ssyk_2111,ssyk_211,2111,2111  Fysiker och astronomer, Fysiker och astronomer
ssyk_2112,ssyk_211,2112,2112  Meteorologer, Meteorologer
ssyk_2113,ssyk_211,2113,2113  Kemister, Kemister
ssyk_2114,ssyk_211,2114,2114  Geologer och geofysiker m.fl., Geologer och geofysiker m.fl.
ssyk_2121,ssyk_212,2121,2121  Matematiker och aktuarier, Matematiker och aktuarier
ssyk_2122,ssyk_212,2122,2122  Statistiker, Statistiker
ssyk_2131,ssyk_213,2131,2131  Cell- och molekylärbiologer m.fl., Cell- och molekylärbiologer m.fl.
ssyk_2132,ssyk_213,2132,2132  Växt- och djurbiologer, Växt- och djurbiologer
ssyk_2133,ssyk_213,2133,2133  Farmakologer och biomedicinare, Farmakologer och biomedicinare
ssyk_2134,ssyk_213,2134,2134  Specialister och rådgivare inom lantbruk m.m., Specialister och rådgivare inom lantbruk m.m.
ssyk_2135,ssyk_213,2135,2135  Specialister och rådgivare inom skogsbruk, Specialister och rådgivare inom skogsbruk
ssyk_2141,ssyk_214,2141,2141  Civilingenjörsyrken inom logistik och produktionsplanering, Civilingenjörsyrken inom logistik och produktionsplanering
ssyk_2142,ssyk_214,2142,2142  Civilingenjörsyrken inom bygg och anläggning, Civilingenjörsyrken inom bygg och anläggning
ssyk_2143,ssyk_214,2143,2143  Civilingenjörsyrken inom elektroteknik, Civilingenjörsyrken inom elektroteknik
ssyk_2144,ssyk_214,2144,2144  Civilingenjörsyrken inom maskinteknik, Civilingenjörsyrken inom maskinteknik
ssyk_2145,ssyk_214,2145,2145  Civilingenjörsyrken inom kemi och kemiteknik, Civilingenjörsyrken inom kemi och kemiteknik
ssyk_2146,ssyk_214,2146,2146  Civilingenjörsyrken inom gruvteknik och metallurgi, Civilingenjörsyrken inom gruvteknik och metallurgi
ssyk_2149,ssyk_214,2149,2149  Övriga civilingenjörsyrken, Övriga civilingenjörsyrken
ssyk_2161,ssyk_216,2161,2161  Arkitekter m.fl., Arkitekter m.fl.
ssyk_2162,ssyk_216,2162,2162  Landskapsarkitekter, Landskapsarkitekter
ssyk_2163,ssyk_216,2163,2163  Planeringsarkitekter m.fl., Planeringsarkitekter m.fl.
ssyk_2164,ssyk_216,2164,2164  Lantmätare, Lantmätare
ssyk_2171,ssyk_217,2171,2171  Industridesigner, Industridesigner
ssyk_2172,ssyk_217,2172,2172  Grafisk formgivare m.fl., Grafisk formgivare m.fl.
ssyk_2173,ssyk_217,2173,2173  Designer inom spel och digitala medier, Designer inom spel och digitala medier
ssyk_2179,ssyk_217,2179,2179  Övriga designer och formgivare, Övriga designer och formgivare
ssyk_2181,ssyk_218,2181,2181  Arbetsmiljöingenjörer, yrkes- och miljöhygieniker, Arbetsmiljöingenjörer, yrkes- och miljöhygieniker
ssyk_2182,ssyk_218,2182,2182  Miljö- och hälsoskyddsinspektörer, Miljö- och hälsoskyddsinspektörer
ssyk_2183,ssyk_218,2183,2183  Specialister inom miljöskydd och miljöteknik, Specialister inom miljöskydd och miljöteknik
ssyk_2211,ssyk_221,2211,2211  Specialistläkare, Specialistläkare
ssyk_2212,ssyk_221,2212,2212  ST-läkare, ST-läkare
ssyk_2213,ssyk_221,2213,2213  AT-läkare, AT-läkare
ssyk_2219,ssyk_221,2219,2219  Övriga läkare, Övriga läkare
ssyk_2221,ssyk_222,2221,2221  Grundutbildade sjuksköterskor, Grundutbildade sjuksköterskor
ssyk_2222,ssyk_222,2222,2222  Barnmorskor, Barnmorskor
ssyk_2223,ssyk_222,2223,2223  Anestesisjuksköterskor, Anestesisjuksköterskor
ssyk_2224,ssyk_222,2224,2224  Distriktssköterskor, Distriktssköterskor
ssyk_2225,ssyk_222,2225,2225  Psykiatrisjuksköterskor, Psykiatrisjuksköterskor
ssyk_2226,ssyk_222,2226,2226  Ambulanssjuksköterskor m.fl., Ambulanssjuksköterskor m.fl.
ssyk_2227,ssyk_222,2227,2227  Geriatriksjuksköterskor, Geriatriksjuksköterskor
ssyk_2228,ssyk_222,2228,2228  Intensivvårdssjuksköterskor, Intensivvårdssjuksköterskor
ssyk_2231,ssyk_223,2231,2231  Operationssjuksköterskor, Operationssjuksköterskor
ssyk_2232,ssyk_223,2232,2232  Barnsjuksköterskor, Barnsjuksköterskor
ssyk_2233,ssyk_223,2233,2233  Skolsköterskor, Skolsköterskor
ssyk_2234,ssyk_223,2234,2234  Företagssköterskor, Företagssköterskor
ssyk_2235,ssyk_223,2235,2235  Röntgensjuksköterskor, Röntgensjuksköterskor
ssyk_2239,ssyk_223,2239,2239  Övriga specialistsjuksköterskor, Övriga specialistsjuksköterskor
ssyk_2241,ssyk_224,2241,2241  Psykologer, Psykologer
ssyk_2242,ssyk_224,2242,2242  Psykoterapeuter, Psykoterapeuter
ssyk_2250,ssyk_225,2250,2250  Veterinärer, Veterinärer
ssyk_2260,ssyk_226,2260,2260  Tandläkare, Tandläkare
ssyk_2271,ssyk_227,2271,2271  Kiropraktorer och naprapater m.fl., Kiropraktorer och naprapater m.fl.
ssyk_2272,ssyk_227,2272,2272  Sjukgymnaster, Sjukgymnaster
ssyk_2273,ssyk_227,2273,2273  Arbetsterapeuter, Arbetsterapeuter
ssyk_2281,ssyk_228,2281,2281  Apotekare, Apotekare
ssyk_2282,ssyk_228,2282,2282  Dietister, Dietister
ssyk_2283,ssyk_228,2283,2283  Audionomer och logopeder, Audionomer och logopeder
ssyk_2284,ssyk_228,2284,2284  Optiker, Optiker
ssyk_2289,ssyk_228,2289,2289  Övriga specialister inom hälso- och sjukvård, Övriga specialister inom hälso- och sjukvård
ssyk_2311,ssyk_231,2311,2311  Professorer, Professorer
ssyk_2312,ssyk_231,2312,2312  Universitets- och högskolelektorer, Universitets- och högskolelektorer
ssyk_2313,ssyk_231,2313,2313  Forskarassistenter m.fl., Forskarassistenter m.fl.
ssyk_2314,ssyk_231,2314,2314  Doktorander, Doktorander
ssyk_2319,ssyk_231,2319,2319  Övriga universitets- och högskollärare, Övriga universitets- och högskollärare
ssyk_2320,ssyk_232,2320,2320  Lärare i yrkesämnen, Lärare i yrkesämnen
ssyk_2330,ssyk_233,2330,2330  Gymnasielärare, Gymnasielärare
ssyk_2341,ssyk_234,2341,2341  Grundskollärare, Grundskollärare
ssyk_2342,ssyk_234,2342,2342  Fritidspedagoger, Fritidspedagoger
ssyk_2343,ssyk_234,2343,2343  Förskollärare, Förskollärare
ssyk_2351,ssyk_235,2351,2351  Speciallärare och specialpedagoger m.fl., Speciallärare och specialpedagoger m.fl.
ssyk_2352,ssyk_235,2352,2352  Studie- och yrkesvägledare, Studie- och yrkesvägledare
ssyk_2359,ssyk_235,2359,2359  Övriga pedagoger med teoretisk specialistkompetens, Övriga pedagoger med teoretisk specialistkompetens
ssyk_2411,ssyk_241,2411,2411  Revisorer m.fl., Revisorer m.fl.
ssyk_2412,ssyk_241,2412,2412  Controller, Controller
ssyk_2413,ssyk_241,2413,2413  Finansanalytiker och investeringsrådgivare m.fl., Finansanalytiker och investeringsrådgivare m.fl.
ssyk_2414,ssyk_241,2414,2414  Traders och fondförvaltare, Traders och fondförvaltare
ssyk_2415,ssyk_241,2415,2415  Nationalekonomer och makroanalytiker m.fl., Nationalekonomer och makroanalytiker m.fl.
ssyk_2419,ssyk_241,2419,2419  Övriga ekonomer, Övriga ekonomer
ssyk_2421,ssyk_242,2421,2421  Lednings- och organisationsutvecklare, Lednings- och organisationsutvecklare
ssyk_2422,ssyk_242,2422,2422  Planerare och utredare m.fl., Planerare och utredare m.fl.
ssyk_2423,ssyk_242,2423,2423  Personal- och HR-specialister, Personal- och HR-specialister
ssyk_2431,ssyk_243,2431,2431  Marknadsanalytiker och marknadsförare m.fl., Marknadsanalytiker och marknadsförare m.fl.
ssyk_2432,ssyk_243,2432,2432  Informatörer, kommunikatörer och PR-specialister, Informatörer, kommunikatörer och PR-specialister
ssyk_2511,ssyk_251,2511,2511  Systemanalytiker och IT-arkitekter m.fl., Systemanalytiker och IT-arkitekter m.fl.
ssyk_2512,ssyk_251,2512,2512  Mjukvaru- och systemutvecklare m.fl., Mjukvaru- och systemutvecklare m.fl.
ssyk_2513,ssyk_251,2513,2513  Utvecklare inom spel och digitala media, Utvecklare inom spel och digitala media
ssyk_2514,ssyk_251,2514,2514  Systemtestare och testledare, Systemtestare och testledare
ssyk_2515,ssyk_251,2515,2515  Systemförvaltare m.fl., Systemförvaltare m.fl.
ssyk_2516,ssyk_251,2516,2516  IT-säkerhetsspecialister, IT-säkerhetsspecialister
ssyk_2519,ssyk_251,2519,2519  Övriga IT-specialister, Övriga IT-specialister
ssyk_2611,ssyk_261,2611,2611  Advokater, Advokater
ssyk_2612,ssyk_261,2612,2612  Domare, Domare
ssyk_2613,ssyk_261,2613,2613  Åklagare, Åklagare
ssyk_2614,ssyk_261,2614,2614  Affärs- och företagsjurister, Affärs- och företagsjurister
ssyk_2615,ssyk_261,2615,2615  Förvaltnings- och organisationsjurister, Förvaltnings- och organisationsjurister
ssyk_2619,ssyk_261,2619,2619  Övriga jurister, Övriga jurister
ssyk_2621,ssyk_262,2621,2621  Museiintendenter m.fl., Museiintendenter m.fl.
ssyk_2622,ssyk_262,2622,2622  Bibliotekarier och arkivarier, Bibliotekarier och arkivarier
ssyk_2623,ssyk_262,2623,2623  Arkeologer och specialister inom humaniora m.m., Arkeologer och specialister inom humaniora m.m.
ssyk_2641,ssyk_264,2641,2641  Författare m.fl., Författare m.fl.
ssyk_2642,ssyk_264,2642,2642  Journalister m.fl., Journalister m.fl.
ssyk_2643,ssyk_264,2643,2643  Översättare, tolkar och lingvister m.fl., Översättare, tolkar och lingvister m.fl.
ssyk_2651,ssyk_265,2651,2651  Bildkonstnärer m.fl., Bildkonstnärer m.fl.
ssyk_2652,ssyk_265,2652,2652  Musiker, sångare och kompositörer, Musiker, sångare och kompositörer
ssyk_2653,ssyk_265,2653,2653  Koreografer och dansare, Koreografer och dansare
ssyk_2654,ssyk_265,2654,2654  Regissörer och producenter av film, teater m.m., Regissörer och producenter av film, teater m.m.
ssyk_2655,ssyk_265,2655,2655  Skådespelare, Skådespelare
ssyk_2661,ssyk_266,2661,2661  Socialsekreterare, Socialsekreterare
ssyk_2662,ssyk_266,2662,2662  Kuratorer, Kuratorer
ssyk_2663,ssyk_266,2663,2663  Biståndsbedömare m.fl., Biståndsbedömare m.fl.
ssyk_2669,ssyk_266,2669,2669  Övriga yrken inom socialt arbete, Övriga yrken inom socialt arbete
ssyk_2671,ssyk_267,2671,2671  Präster, Präster
ssyk_2672,ssyk_267,2672,2672  Diakoner, Diakoner
ssyk_3111,ssyk_311,3111,3111  Ingenjörer och tekniker inom industri, logistik och produktionsplanering, Ingenjörer och tekniker inom industri, logistik och produktionsplanering
ssyk_3112,ssyk_311,3112,3112  Ingenjörer och tekniker inom bygg och anläggning, Ingenjörer och tekniker inom bygg och anläggning
ssyk_3113,ssyk_311,3113,3113  Ingenjörer och tekniker inom elektroteknik, Ingenjörer och tekniker inom elektroteknik
ssyk_3114,ssyk_311,3114,3114  Ingenjörer och tekniker inom maskinteknik, Ingenjörer och tekniker inom maskinteknik
ssyk_3115,ssyk_311,3115,3115  Ingenjörer och tekniker inom kemi och kemiteknik, Ingenjörer och tekniker inom kemi och kemiteknik
ssyk_3116,ssyk_311,3116,3116  Ingenjörer och tekniker inom gruvteknik och metallurgi, Ingenjörer och tekniker inom gruvteknik och metallurgi
ssyk_3117,ssyk_311,3117,3117  GIS- och kartingenjörer, GIS- och kartingenjörer
ssyk_3119,ssyk_311,3119,3119  Övriga ingenjörer och tekniker, Övriga ingenjörer och tekniker
ssyk_3121,ssyk_312,3121,3121  Arbetsledare inom bygg, anläggning och gruva, Arbetsledare inom bygg, anläggning och gruva
ssyk_3122,ssyk_312,3122,3122  Arbetsledare inom tillverkning, Arbetsledare inom tillverkning
ssyk_3151,ssyk_315,3151,3151  Maskinbefäl, Maskinbefäl
ssyk_3152,ssyk_315,3152,3152  Fartygsbefäl m.fl., Fartygsbefäl m.fl.
ssyk_3153,ssyk_315,3153,3153  Piloter m.fl., Piloter m.fl.
ssyk_3154,ssyk_315,3154,3154  Flygledare, Flygledare
ssyk_3155,ssyk_315,3155,3155  Flygtekniker, Flygtekniker
ssyk_3211,ssyk_321,3211,3211  Tekniker, bilddiagnostik och medicinteknisk utrustning, Tekniker, bilddiagnostik och medicinteknisk utrustning
ssyk_3212,ssyk_321,3212,3212  Biomedicinska analytiker m.fl., Biomedicinska analytiker m.fl.
ssyk_3213,ssyk_321,3213,3213  Receptarier, Receptarier
ssyk_3214,ssyk_321,3214,3214  Tandtekniker och ortopedingenjörer m.fl., Tandtekniker och ortopedingenjörer m.fl.
ssyk_3215,ssyk_321,3215,3215  Laboratorieingenjörer, Laboratorieingenjörer
ssyk_3230,ssyk_323,3230,3230  Terapeuter inom alternativmedicin, Terapeuter inom alternativmedicin
ssyk_3240,ssyk_324,3240,3240  Djursjukskötare m.fl., Djursjukskötare m.fl.
ssyk_3250,ssyk_325,3250,3250  Tandhygienister, Tandhygienister
ssyk_3311,ssyk_331,3311,3311  Mäklare inom finans, Mäklare inom finans
ssyk_3312,ssyk_331,3312,3312  Banktjänstemän, Banktjänstemän
ssyk_3313,ssyk_331,3313,3313  Redovisningsekonomer, Redovisningsekonomer
ssyk_3314,ssyk_331,3314,3314  Skadereglerare och värderare, Skadereglerare och värderare
ssyk_3321,ssyk_332,3321,3321  Försäkringssäljare och försäkringsrådgivare, Försäkringssäljare och försäkringsrådgivare
ssyk_3322,ssyk_332,3322,3322  Företagssäljare, Företagssäljare
ssyk_3323,ssyk_332,3323,3323  Inköpare och upphandlare, Inköpare och upphandlare
ssyk_3324,ssyk_332,3324,3324  Ordersamordnare m.fl., Ordersamordnare m.fl.
ssyk_3331,ssyk_333,3331,3331  Speditörer och transportmäklare, Speditörer och transportmäklare
ssyk_3332,ssyk_333,3332,3332  Evenemangs- och reseproducenter m.fl., Evenemangs- och reseproducenter m.fl.
ssyk_3333,ssyk_333,3333,3333  Arbetsförmedlare, Arbetsförmedlare
ssyk_3334,ssyk_333,3334,3334  Fastighetsmäklare, Fastighetsmäklare
ssyk_3335,ssyk_333,3335,3335  Fastighetsförvaltare, Fastighetsförvaltare
ssyk_3339,ssyk_333,3339,3339  Övriga förmedlare, Övriga förmedlare
ssyk_3341,ssyk_334,3341,3341  Gruppledare för kontorspersonal, Gruppledare för kontorspersonal
ssyk_3342,ssyk_334,3342,3342  Domstols- och juristsekreterare m.fl., Domstols- och juristsekreterare m.fl.
ssyk_3343,ssyk_334,3343,3343  Chefssekreterare och VD-assistenter m.fl., Chefssekreterare och VD-assistenter m.fl.
ssyk_3351,ssyk_335,3351,3351  Tull- och kustbevakningstjänstemän, Tull- och kustbevakningstjänstemän
ssyk_3352,ssyk_335,3352,3352  Skattehandläggare, Skattehandläggare
ssyk_3353,ssyk_335,3353,3353  Socialförsäkringshandläggare, Socialförsäkringshandläggare
ssyk_3354,ssyk_335,3354,3354  Säkerhetsinspektörer m.fl., Säkerhetsinspektörer m.fl.
ssyk_3355,ssyk_335,3355,3355  Brandingenjörer och byggnadsinspektörer m.fl., Brandingenjörer och byggnadsinspektörer m.fl.
ssyk_3359,ssyk_335,3359,3359  Övriga handläggare, Övriga handläggare
ssyk_3360,ssyk_336,3360,3360  Poliser, Poliser
ssyk_3411,ssyk_341,3411,3411  Behandlingsassistenter och socialpedagoger m.fl., Behandlingsassistenter och socialpedagoger m.fl.
ssyk_3412,ssyk_341,3412,3412  Pastorer m.fl., Pastorer m.fl.
ssyk_3421,ssyk_342,3421,3421  Professionella idrottsutövare, Professionella idrottsutövare
ssyk_3422,ssyk_342,3422,3422  Idrottstränare och instruktörer m.fl., Idrottstränare och instruktörer m.fl.
ssyk_3423,ssyk_342,3423,3423  Fritidsledare m.fl., Fritidsledare m.fl.
ssyk_3424,ssyk_342,3424,3424  Friskvårdskonsulenter och hälsopedagoger m.fl., Friskvårdskonsulenter och hälsopedagoger m.fl.
ssyk_3431,ssyk_343,3431,3431  Fotografer, Fotografer
ssyk_3432,ssyk_343,3432,3432  Inredare, dekoratörer och scenografer m.fl., Inredare, dekoratörer och scenografer m.fl.
ssyk_3433,ssyk_343,3433,3433  Inspicienter och scriptor m.fl., Inspicienter och scriptor m.fl.
ssyk_3439,ssyk_343,3439,3439  Övriga yrken inom kultur och underhållning, Övriga yrken inom kultur och underhållning
ssyk_3441,ssyk_344,3441,3441  Trafiklärare, Trafiklärare
ssyk_3449,ssyk_344,3449,3449  Övriga utbildare och instruktörer, Övriga utbildare och instruktörer
ssyk_3451,ssyk_345,3451,3451  Köksmästare och souschefer, Köksmästare och souschefer
ssyk_3452,ssyk_345,3452,3452  Storhushållsföreståndare, Storhushållsföreståndare
ssyk_3511,ssyk_351,3511,3511  Drifttekniker, IT, Drifttekniker, IT
ssyk_3512,ssyk_351,3512,3512  Supporttekniker, IT, Supporttekniker, IT
ssyk_3513,ssyk_351,3513,3513  Systemadministratörer, Systemadministratörer
ssyk_3514,ssyk_351,3514,3514  Nätverks- och systemtekniker m.fl., Nätverks- och systemtekniker m.fl.
ssyk_3515,ssyk_351,3515,3515  Webbmaster och webbadministratörer, Webbmaster och webbadministratörer
ssyk_3521,ssyk_352,3521,3521  Bild- och sändningstekniker, Bild- och sändningstekniker
ssyk_3522,ssyk_352,3522,3522  Ljus-, ljud och scentekniker, Ljus-, ljud och scentekniker
ssyk_4111,ssyk_411,4111,4111  Ekonomiassistenter m.fl., Ekonomiassistenter m.fl.
ssyk_4112,ssyk_411,4112,4112  Löne- och personaladministratörer, Löne- och personaladministratörer
ssyk_4113,ssyk_411,4113,4113  Backofficepersonal m.fl., Backofficepersonal m.fl.
ssyk_4114,ssyk_411,4114,4114  Marknads- och försäljningsassistenter, Marknads- och försäljningsassistenter
ssyk_4115,ssyk_411,4115,4115  Inköps- och orderassistenter, Inköps- och orderassistenter
ssyk_4116,ssyk_411,4116,4116  Skolassistenter m.fl., Skolassistenter m.fl.
ssyk_4117,ssyk_411,4117,4117  Medicinska sekreterare, vårdadministratörer m.fl., Medicinska sekreterare, vårdadministratörer m.fl.
ssyk_4119,ssyk_411,4119,4119  Övriga kontorsassistenter och sekreterare, Övriga kontorsassistenter och sekreterare
ssyk_4211,ssyk_421,4211,4211  Croupierer och oddssättare m.fl., Croupierer och oddssättare m.fl.
ssyk_4212,ssyk_421,4212,4212  Inkasserare och pantlånare m.fl., Inkasserare och pantlånare m.fl.
ssyk_4221,ssyk_422,4221,4221  Resesäljare och trafikassistenter m.fl., Resesäljare och trafikassistenter m.fl.
ssyk_4222,ssyk_422,4222,4222  Kundtjänstpersonal, Kundtjänstpersonal
ssyk_4223,ssyk_422,4223,4223  Telefonister, Telefonister
ssyk_4224,ssyk_422,4224,4224  Hotellreceptionister m.fl., Hotellreceptionister m.fl.
ssyk_4225,ssyk_422,4225,4225  Kontorsreceptionister, Kontorsreceptionister
ssyk_4226,ssyk_422,4226,4226  Marknadsundersökare och intervjuare, Marknadsundersökare och intervjuare
ssyk_4321,ssyk_432,4321,4321  Arbetsledare inom lager och terminal, Arbetsledare inom lager och terminal
ssyk_4322,ssyk_432,4322,4322  Lager- och terminalpersonal, Lager- och terminalpersonal
ssyk_4323,ssyk_432,4323,4323  Transportledare och transportsamordnare, Transportledare och transportsamordnare
ssyk_4410,ssyk_441,4410,4410  Biblioteks- och arkivassistenter m.fl., Biblioteks- och arkivassistenter m.fl.
ssyk_4420,ssyk_442,4420,4420  Brevbärare och postterminalarbetare, Brevbärare och postterminalarbetare
ssyk_4430,ssyk_443,4430,4430  Förtroendevalda, Förtroendevalda
ssyk_5111,ssyk_511,5111,5111  Kabinpersonal m.fl., Kabinpersonal m.fl.
ssyk_5112,ssyk_511,5112,5112  Tågvärdar och ombordansvariga m.fl., Tågvärdar och ombordansvariga m.fl.
ssyk_5113,ssyk_511,5113,5113  Guider och reseledare, Guider och reseledare
ssyk_5120,ssyk_512,5120,5120  Kockar och kallskänkor, Kockar och kallskänkor
ssyk_5131,ssyk_513,5131,5131  Hovmästare och servitörer, Hovmästare och servitörer
ssyk_5132,ssyk_513,5132,5132  Bartendrar, Bartendrar
ssyk_5141,ssyk_514,5141,5141  Frisörer, Frisörer
ssyk_5142,ssyk_514,5142,5142  Hudterapeuter, Hudterapeuter
ssyk_5143,ssyk_514,5143,5143  Massörer och massageterapeuter, Massörer och massageterapeuter
ssyk_5144,ssyk_514,5144,5144  Fotterapeuter, Fotterapeuter
ssyk_5149,ssyk_514,5149,5149  Övriga skönhets- och kroppsterapeuter, Övriga skönhets- och kroppsterapeuter
ssyk_5151,ssyk_515,5151,5151  Städledare och husfruar, Städledare och husfruar
ssyk_5152,ssyk_515,5152,5152  Fastighetsskötare, Fastighetsskötare
ssyk_5161,ssyk_516,5161,5161  Begravnings- och krematoriepersonal, Begravnings- och krematoriepersonal
ssyk_5169,ssyk_516,5169,5169  Övrig servicepersonal, Övrig servicepersonal
ssyk_5221,ssyk_522,5221,5221  Säljande butikschefer och avdelningschefer i butik, Säljande butikschefer och avdelningschefer i butik
ssyk_5222,ssyk_522,5222,5222  Butikssäljare, dagligvaror, Butikssäljare, dagligvaror
ssyk_5223,ssyk_522,5223,5223  Butikssäljare, fackhandel, Butikssäljare, fackhandel
ssyk_5224,ssyk_522,5224,5224  Optikerassistenter, Optikerassistenter
ssyk_5225,ssyk_522,5225,5225  Bensinstationspersonal, Bensinstationspersonal
ssyk_5226,ssyk_522,5226,5226  Uthyrare, Uthyrare
ssyk_5227,ssyk_522,5227,5227  Apotekstekniker, Apotekstekniker
ssyk_5230,ssyk_523,5230,5230  Kassapersonal m.fl., Kassapersonal m.fl.
ssyk_5241,ssyk_524,5241,5241  Eventsäljare och butiksdemonstratörer m.fl., Eventsäljare och butiksdemonstratörer m.fl.
ssyk_5242,ssyk_524,5242,5242  Telefonförsäljare m.fl., Telefonförsäljare m.fl.
ssyk_5311,ssyk_531,5311,5311  Barnskötare, Barnskötare
ssyk_5312,ssyk_531,5312,5312  Elevassistenter m.fl., Elevassistenter m.fl.
ssyk_5321,ssyk_532,5321,5321  Undersköterskor, hemtjänst, hemsjukvård och äldreboende, Undersköterskor, hemtjänst, hemsjukvård och äldreboende
ssyk_5322,ssyk_532,5322,5322  Undersköterskor, habilitering, Undersköterskor, habilitering
ssyk_5323,ssyk_532,5323,5323  Undersköterskor, vård- och specialavdelning, Undersköterskor, vård- och specialavdelning
ssyk_5324,ssyk_532,5324,5324  Undersköterskor, mottagning, Undersköterskor, mottagning
ssyk_5325,ssyk_532,5325,5325  Barnsköterskor, Barnsköterskor
ssyk_5326,ssyk_532,5326,5326  Ambulanssjukvårdare, Ambulanssjukvårdare
ssyk_5330,ssyk_533,5330,5330  Vårdbiträden, Vårdbiträden
ssyk_5341,ssyk_534,5341,5341  Skötare, Skötare
ssyk_5342,ssyk_534,5342,5342  Vårdare, boendestödjare, Vårdare, boendestödjare
ssyk_5343,ssyk_534,5343,5343  Personliga assistenter, Personliga assistenter
ssyk_5349,ssyk_534,5349,5349  Övrig vård- och omsorgspersonal, Övrig vård- och omsorgspersonal
ssyk_5350,ssyk_535,5350,5350  Tandsköterskor, Tandsköterskor
ssyk_5411,ssyk_541,5411,5411  Brandmän, Brandmän
ssyk_5412,ssyk_541,5412,5412  Kriminalvårdare, Kriminalvårdare
ssyk_5413,ssyk_541,5413,5413  Väktare och ordningsvakter, Väktare och ordningsvakter
ssyk_5414,ssyk_541,5414,5414  SOS-operatörer m.fl., SOS-operatörer m.fl.
ssyk_5419,ssyk_541,5419,5419  Övrig bevaknings- och säkerhetspersonal, Övrig bevaknings- och säkerhetspersonal
ssyk_6111,ssyk_611,6111,6111  Odlare av jordbruksväxter, frukt- och bär, Odlare av jordbruksväxter, frukt- och bär
ssyk_6112,ssyk_611,6112,6112  Trädgårdsodlare, Trädgårdsodlare
ssyk_6113,ssyk_611,6113,6113  Trädgårdsanläggare m.fl., Trädgårdsanläggare m.fl.
ssyk_6121,ssyk_612,6121,6121  Uppfödare och skötare av lantbrukets husdjur, Uppfödare och skötare av lantbrukets husdjur
ssyk_6122,ssyk_612,6122,6122  Uppfödare och skötare av sällskapsdjur, Uppfödare och skötare av sällskapsdjur
ssyk_6129,ssyk_612,6129,6129  Övriga djuruppfödare och djurskötare, Övriga djuruppfödare och djurskötare
ssyk_6130,ssyk_613,6130,6130  Växtodlare och djuruppfödare, blandad drift, Växtodlare och djuruppfödare, blandad drift
ssyk_6210,ssyk_621,6210,6210  Skogsarbetare, Skogsarbetare
ssyk_6221,ssyk_622,6221,6221  Fiskodlare, Fiskodlare
ssyk_6222,ssyk_622,6222,6222  Fiskare, Fiskare
ssyk_7111,ssyk_711,7111,7111  Träarbetare, snickare m.fl., Träarbetare, snickare m.fl.
ssyk_7112,ssyk_711,7112,7112  Murare m.fl., Murare m.fl.
ssyk_7113,ssyk_711,7113,7113  Betongarbetare, Betongarbetare
ssyk_7114,ssyk_711,7114,7114  Anläggningsarbetare, Anläggningsarbetare
ssyk_7115,ssyk_711,7115,7115  Anläggningsdykare, Anläggningsdykare
ssyk_7116,ssyk_711,7116,7116  Ställningsbyggare, Ställningsbyggare
ssyk_7119,ssyk_711,7119,7119  Övriga byggnads- och anläggningsarbetare, Övriga byggnads- och anläggningsarbetare
ssyk_7121,ssyk_712,7121,7121  Takmontörer, Takmontörer
ssyk_7122,ssyk_712,7122,7122  Golvläggare, Golvläggare
ssyk_7123,ssyk_712,7123,7123  Isoleringsmontörer, Isoleringsmontörer
ssyk_7124,ssyk_712,7124,7124  Glastekniker, Glastekniker
ssyk_7125,ssyk_712,7125,7125  VVS-montörer m.fl., VVS-montörer m.fl.
ssyk_7126,ssyk_712,7126,7126  Kyl- och värmepumpstekniker m.fl., Kyl- och värmepumpstekniker m.fl.
ssyk_7131,ssyk_713,7131,7131  Målare, Målare
ssyk_7132,ssyk_713,7132,7132  Lackerare och industrimålare, Lackerare och industrimålare
ssyk_7133,ssyk_713,7133,7133  Skorstensfejare, Skorstensfejare
ssyk_7134,ssyk_713,7134,7134  Saneringsarbetare m.fl., Saneringsarbetare m.fl.
ssyk_7211,ssyk_721,7211,7211  Gjutare, Gjutare
ssyk_7212,ssyk_721,7212,7212  Svetsare och gasskärare, Svetsare och gasskärare
ssyk_7213,ssyk_721,7213,7213  Byggnads- och ventilationsplåtslagare, Byggnads- och ventilationsplåtslagare
ssyk_7214,ssyk_721,7214,7214  Tunnplåtslagare, Tunnplåtslagare
ssyk_7215,ssyk_721,7215,7215  Stålkonstruktionsmontörer och grovplåtsslagare, Stålkonstruktionsmontörer och grovplåtsslagare
