id,parent_id/id,code,name
sun_723m,sun_723,723m,Specialistsjuksköterskeutbildning, öppen och annan inriktning 
sun_723n,sun_723,723n,Barnmorskeutbildning
sun_723o,sun_723,723o,Annan omvårdnadsutbildning, allmän vård och omsorg
sun_723p,sun_723,723p,Annan omvårdnadsutbildning, sjukvård 
sun_723q,sun_723,723q,Annan omvårdnadsutbildning, psykiatrisk vård
sun_723r,sun_723,723r,Annan omvårdnadsutbildning, äldreomsorg 
sun_723s,sun_723,723s,Annan omvårdnadsutbildning, psykiskt funktionsnedsatta
sun_723t,sun_723,723t,Annan omvårdnadsutbildning, funktionsnedsatta
sun_723u,sun_723,723u,Annan omvårdnadsutbildning, övriga inriktningar 
sun_723x,sun_723,723x,Annan utbildning inom omvårdnad 
sun_724a,sun_724,724a,Tandläkarutbildning
sun_724b,sun_724,724b,Tandläkarutbildning, specialiteter för barn och ungdomar 
sun_724c,sun_724,724c,Tandläkarutbildning, specialiteter för vuxna
sun_724d,sun_724,724d,Tandhygienistutbildning
sun_724e,sun_724,724e,Tandsköterskeutbildning
sun_724f,sun_724,724f,Tandteknikerutbildning
sun_724x,sun_724,724x,Annan utbildning inom tandvård
sun_725a,sun_725,725a,Optikerutbildning
sun_725b,sun_725,725b,Audionomutbildning
sun_725c,sun_725,725c,Ortopedingenjörsutbildning
sun_725d,sun_725,725d,Biomedicinsk analytikerutbildning
sun_725e,sun_725,725e,Sjukhusfysikerutbildning
sun_725f,sun_725,725f,Röntgensjuksköterskeutbildning
sun_725x,sun_725,725x,Annan tekniskt inriktad vårdutbildning
sun_726a,sun_726,726a,Fysioterapeututbildning
sun_726b,sun_726,726b,Arbetsterapeututbildning
sun_726c,sun_726,726c,Logopedutbildning
sun_726d,sun_726,726d,Dietistutbildning
sun_726e,sun_726,726e,Kiropraktorutbildning
sun_726f,sun_726,726f,Naprapatutbildning
sun_726x,sun_726,726x,Annan utbildning inom terapi, rehabilitering och kostbehandling
sun_727a,sun_727,727a,Apotekarutbildning
sun_727b,sun_727,727b,Receptarieutbildning
sun_727x,sun_727,727x,Annan utbildning inom farmaci
sun_729z,sun_729,729z,Hälso- och sjukvård, övrig och ospecificerad utbildning
sun_760z,sun_760,760z,Socialt arbete och socialt omsorgsarbete, allmän utbildning
sun_761a,sun_761,761a,Barn och ungdom, allmän utbildning
sun_761b,sun_761,761b,Barnomsorg
sun_761c,sun_761,761c,Fritidsverksamhet för barn och ungdom
sun_761x,sun_761,761x,Annan utbildning inom barn och ungdom
sun_762a,sun_762,762a,Socialt omsorgsarbete, allmän utbildning
sun_762b,sun_762,762b,Social omsorgsutbildning, äldre och funktionsnedsatta
sun_762c,sun_762,762c,Social omsorgsutbildning, socialpedagogisk behandling
sun_762d,sun_762,762d,Socionomutbildning
sun_762e,sun_762,762e,Hälso- och sjukvårdskuratorutbildning
sun_762f,sun_762,762f,Studie- och yrkesvägledarutbildning
sun_762x,sun_762,762x,Annan utbildning inom socialt arbete
sun_769z,sun_769,769z,Socialt arbete och socialt omsorgsarbete, övrig och ospecificerad utbildning
sun_810z,sun_810,810z,Personliga tjänster, allmän utbildning
sun_811a,sun_811,811a,Hotell, restaurang och storhushåll, allmän utbildning
sun_811b,sun_811,811b,Utbildning för hotell
sun_811c,sun_811,811c,Utbildning för restaurang
sun_811d,sun_811,811d,Utbildning för storhushåll
sun_811x,sun_811,811x,Annan utbildning inom hotell, restaurang och storhushåll
sun_812z,sun_812,812z,Turism, resor och fritid
sun_813z,sun_813,813z,Idrott och friskvård
sun_814a,sun_814,814a,Hem- och hushållsvetenskap, allmän utbildning
sun_814b,sun_814,814b,Utbildning för lokalvård
sun_814x,sun_814,814x,Annan utbildning inom hushållstjänster och lokalvård
sun_815a,sun_815,815a,Utbildning inom hår- och skönhetsvård
sun_815b,sun_815,815b,Massageutbildning
sun_815x,sun_815,815x,Annan utbildning inom hår- och skönhetsvård samt massage
sun_819z,sun_819,819z,Personliga tjänster, övrig och ospecificerad utbildning
sun_840a,sun_840,840a,Transporttjänster, allmän utbildning
sun_840b,sun_840,840b,Utbildning för landtransporter
sun_840c,sun_840,840c,Utbildning för sjöfart
sun_840d,sun_840,840d,Utbildning för luftfart
sun_840e,sun_840,840e,Utbildning för postservice
sun_840x,sun_840,840x,Annan utbildning inom transporttjänster
sun_850z,sun_850,850z,Arbetsmiljö och renhållning, allmän utbildning
sun_851z,sun_851,851z,Arbetsmiljö och arbetarskydd
sun_852z,sun_852,852z,Renhållning och avfallshantering
sun_859z,sun_859,859z,Arbetsmiljö och renhållning, övrig och ospecificerad utbildning
sun_860z,sun_860,860z,Säkerhetstjänster, allmän utbildning
sun_861a,sun_861,861a,Polisutbildning
sun_861b,sun_861,861b,Utbildning för brandskydd och annan räddningstjänst
sun_861c,sun_861,861c,Kriminalvårdsutbildning
sun_861x,sun_861,861x,Annan utbildning inom säkerhet i samhället
sun_863a,sun_863,863a,Officersutbildning
sun_863b,sun_863,863b,Chefsutbildning för officerare
sun_863x,sun_863,863x,Annan militär utbildning
sun_869z,sun_869,869z,Säkerhetstjänster, övrig och ospecificerad utbildning
sun_999z,sun_999,999z,Okänd
